chrom	chromStart	chromEnd	probeID	probe_strand
chr5	111734288	111734290	cg08651538	+
chr5	111854505	111854507	cg03877829	-
chr5	112329850	112329852	cg15536663	-
chr5	112979934	112979936	cg06817368	-
chr5	113020591	113020593	cg10837404	-
chr5	115274621	115274623	cg23403750	-
chr5	115579932	115579934	cg22043118	-
chr5	115816787	115816789	cg23180938	-
chr5	115816794	115816796	cg08516516	-
chr5	115816796	115816798	cg11036833	-
chr5	115873409	115873411	cg03637218	-
chr5	116570225	116570227	cg13364558	-
chr5	119348194	119348196	cg01057573	-
chr5	121971520	121971522	cg05637113	-
chr5	122163802	122163804	cg14122403	+
chr5	123086228	123086230	cg15831743	+
chr5	123089010	123089012	cg19157243	+
chr5	123094738	123094740	cg02081006	-
chr5	123098482	123098484	cg21488279	-
chr5	123516086	123516088	cg27054084	-
chr5	124649674	124649676	cg21213593	+
chr5	124685711	124685713	cg26696655	-
chr5	126336253	126336255	cg23346945	-
chr5	126360155	126360157	cg05593759	-
chr5	126464127	126464129	cg02730804	+
chr5	126465071	126465073	cg14800014	+
chr5	126490467	126490469	cg22777467	+
chr5	126857777	126857779	cg07018404	+
chr5	127935011	127935013	cg18328579	-
chr5	131974977	131974979	cg14841483	+
chr5	132436346	132436348	cg00594167	-
chr5	132487758	132487760	cg15375424	+
chr5	132656300	132656302	cg23378989	-
chr5	132656421	132656423	cg20761860	-
chr5	132778930	132778932	cg07828169	+
chr5	132825434	132825436	cg10836110	-
chr5	133018437	133018439	cg19696103	+
chr5	134069018	134069020	cg19882512	-
chr5	134100676	134100678	cg06851151	+
chr5	134117788	134117790	cg02387618	+
chr5	134845132	134845134	cg12852390	+
chr5	135028696	135028698	cg00396667	+
chr5	135029026	135029028	cg12673103	+
chr5	135029277	135029279	cg04101060	+
chr5	135040556	135040558	cg09839170	-
chr5	135040798	135040800	cg14994060	+
chr5	135053881	135053883	cg25538984	-
chr5	135366801	135366803	cg18169971	-
chr5	135386388	135386390	cg16356013	+
chr5	135489775	135489777	cg08378830	+
chr5	135536257	135536259	cg12065579	+
chr5	135536271	135536273	cg14747563	+
chr5	135536275	135536277	cg07035503	+
chr5	135536282	135536284	cg04063589	+
chr5	135536338	135536340	cg11260904	+
chr5	135536373	135536375	cg00574530	+
chr5	135544270	135544272	cg18193764	+
chr5	135544662	135544664	cg21233688	+
chr5	136031978	136031980	cg05838308	-
chr5	136054015	136054017	cg07697770	+
chr5	136143446	136143448	cg07033790	+
chr5	136366105	136366107	cg00118989	+
chr5	138257728	138257730	cg01759672	+
chr5	139105381	139105383	cg19951297	+
chr5	139389710	139389712	cg13500819	+
chr5	139389792	139389794	cg11623339	+
chr5	139395093	139395095	cg15911153	-
chr5	139395196	139395198	cg18796287	-
chr5	139462418	139462420	cg08331427	+
chr5	139463190	139463192	cg09575756	+
chr5	139670573	139670575	cg21069500	-
chr5	140246550	140246552	cg24067652	+
chr5	141215499	141215501	cg03631455	-
chr5	141303899	141303901	cg14739664	-
chr5	141432074	141432076	cg07489502	-
chr5	141491817	141491819	cg24619378	-
chr5	141491896	141491898	cg16032518	+
chr5	141492022	141492024	cg17297238	-
chr5	141846053	141846055	cg02710534	-
chr5	142807751	142807753	cg01204911	+
chr5	142846932	142846934	cg24052964	-
chr5	145753077	145753079	cg05588228	+
chr5	147508881	147508883	cg02204637	+
chr5	148402070	148402072	cg24787443	-
chr5	148913257	148913259	cg26523417	+
chr5	149271795	149271797	cg00582881	+
chr5	149428892	149428894	cg16684117	-
chr5	149962400	149962402	cg26668000	-
chr5	150113470	150113472	cg07284261	-
chr5	150256731	150256733	cg12534645	-
chr5	150361466	150361468	cg23934477	+
chr5	150377402	150377404	cg24032269	-
chr5	150619470	150619472	cg26504529	+
chr5	150619686	150619688	cg07433178	+
chr5	150640775	150640777	cg19984911	+
chr5	150661043	150661045	cg13214422	-
chr5	151023904	151023906	cg12684668	-
chr5	151030445	151030447	cg23321140	+
chr5	151063106	151063108	cg10967114	-
chr5	151141695	151141697	cg18643093	-
chr5	151238515	151238517	cg15674899	-
chr5	151480538	151480540	cg25232795	-
chr5	151661869	151661871	cg06571753	-
chr5	151676088	151676090	cg27128761	-
chr5	151699347	151699349	cg00077904	+
chr5	154220606	154220608	cg14968553	-
chr5	154287502	154287504	cg11208869	+
chr5	154456619	154456621	cg17558547	+
chr5	154482833	154482835	cg19504702	+
chr5	154935385	154935387	cg18468726	-
chr5	157180841	157180843	cg26329274	-
chr5	157181106	157181108	cg09453312	+
chr5	157215333	157215335	cg06559878	-
chr5	157264744	157264746	cg03398461	-
chr5	157269174	157269176	cg23462242	+
chr5	157269178	157269180	cg08224785	+
chr5	157271843	157271845	cg25116200	-
chr5	157576974	157576976	cg23214435	+
chr5	157671412	157671414	cg24825262	-
chr5	157671414	157671416	cg05482973	-
chr5	157671536	157671538	cg14670974	-
chr5	157671546	157671548	cg15968604	-
chr5	159105293	159105295	cg18496440	+
chr5	159105392	159105394	cg23468002	-
chr5	159105464	159105466	cg17721879	-
chr5	159210675	159210677	cg06030535	-
chr5	160029899	160029901	cg11882304	+
chr5	160665625	160665627	cg12477050	-
chr5	167295507	167295509	cg07474269	-
chr5	168529300	168529302	cg24886267	+
chr5	168529388	168529390	cg14743594	-
chr5	168529575	168529577	cg11499970	+
chr5	168529905	168529907	cg25482900	+
chr5	169637892	169637894	cg23184477	-
chr5	169875811	169875813	cg27591502	+
chr5	170106342	170106344	cg16087093	-
chr5	170266171	170266173	cg26104475	-
chr5	170279233	170279235	cg17752270	-
chr5	170293970	170293972	cg26518932	-
chr5	170297585	170297587	cg17127769	-
chr5	170297763	170297765	cg11528914	-
chr5	170297786	170297788	cg09451413	+
chr5	170297798	170297800	cg09672233	+
chr5	170297826	170297828	cg04167833	+
chr5	170862425	170862427	cg07848601	+
chr5	171309246	171309248	cg25942450	+
chr5	172114822	172114824	cg11334870	-
chr5	172174677	172174679	cg25380021	+
chr5	172380786	172380788	cg25693317	-
chr5	172404023	172404025	cg13022534	+
chr5	172683473	172683475	cg00327072	-
chr5	172701833	172701835	cg24114813	+
chr5	172748717	172748719	cg25386676	-
chr5	172748851	172748853	cg09464735	-
chr5	172768598	172768600	cg02029908	+
chr5	172769742	172769744	cg17378966	+
chr5	172795546	172795548	cg05647567	-
chr5	172800657	172800659	cg21237481	-
chr5	172853680	172853682	cg07496207	+
chr5	172860920	172860922	cg24118773	-
chr5	172878885	172878887	cg18440230	-
chr5	172878923	172878925	cg12355887	-
chr5	172879095	172879097	cg16119483	+
chr5	172879108	172879110	cg16345114	-
chr5	172879132	172879134	cg21204530	-
chr5	172897769	172897771	cg13582457	+
chr5	172929670	172929672	cg17633300	-
chr5	173228921	173228923	cg22111078	+
chr5	173764644	173764646	cg26116326	+
chr5	174571858	174571860	cg03856606	+
chr5	175482266	175482268	cg06573254	+
chr5	175814825	175814827	cg09715009	+
chr5	175873023	175873025	cg01450705	-
chr5	176237217	176237219	cg16256592	-
chr5	176237220	176237222	cg02027263	-
chr5	176366488	176366490	cg07812887	-
chr5	176529342	176529344	cg07768103	-
chr5	176529566	176529568	cg18505871	-
chr5	176530365	176530367	cg06439655	-
chr5	176530613	176530615	cg12686260	+
chr5	176597003	176597005	cg02098752	-
chr5	176651830	176651832	cg02642949	+
chr5	176899514	176899516	cg19589060	+
chr5	177007077	177007079	cg19755108	+
chr5	177332168	177332170	cg25662041	-
chr5	177347727	177347729	cg15344640	+
chr5	177357548	177357550	cg04175872	+
chr5	177357963	177357965	cg17654660	-
chr5	177366939	177366941	cg25922969	+
chr5	177367403	177367405	cg22155724	-
chr5	177400791	177400793	cg20095656	+
chr5	177429843	177429845	cg19459094	-
chr5	177431606	177431608	cg05614346	+
chr5	177432354	177432356	cg00636527	-
chr5	177434821	177434823	cg02523893	-
chr5	177471671	177471673	cg21091766	+
chr5	177496803	177496805	cg07286341	+
chr5	177508362	177508364	cg23950714	-
chr5	177510525	177510527	cg07608052	-
chr5	177540555	177540557	cg19619956	-
chr5	177673426	177673428	cg19727492	+
chr5	177673446	177673448	cg21036914	+
chr5	178121613	178121615	cg02659217	+
chr5	178121911	178121913	cg14772884	+
chr5	178940825	178940827	cg24843380	-
chr5	179060382	179060384	cg12623648	+
chr5	179619348	179619350	cg06937549	+
chr5	179765522	179765524	cg25376491	-
chr5	179776367	179776369	cg09031958	-
chr5	179853344	179853346	cg01213455	+
chr5	180090139	180090141	cg17627629	+
chr5	180207670	180207672	cg12408990	-
chr5	180689384	180689386	cg05163268	-
chr5	180803766	180803768	cg11316131	-
chr5	180803958	180803960	cg01835695	-
chr5	180804025	180804027	cg21898046	+
chr5	180804057	180804059	cg01149192	-
chr5	180804154	180804156	cg00514575	-
chr5	180804184	180804186	cg11850468	-
chr5	180804193	180804195	cg20399011	-
chr5	181173911	181173913	cg20657674	-
chr6	485914	485916	cg02895588	-
chr6	513210	513212	cg11100450	+
chr6	513296	513298	cg15703314	-
chr6	604616	604618	cg16786516	+
chr6	1312239	1312241	cg01096398	-
chr6	1605792	1605794	cg16695576	+
chr6	1606147	1606149	cg00958550	-
chr6	1606158	1606160	cg26104083	-
chr6	1624150	1624152	cg07515565	-
chr6	1624742	1624744	cg21347053	-
chr6	1625002	1625004	cg08513472	-
chr6	1625221	1625223	cg06080793	+
chr6	1625338	1625340	cg04497116	-
chr6	1635375	1635377	cg07714812	-
chr6	1635572	1635574	cg13394216	+
chr6	1635611	1635613	cg10707788	+
chr6	1917696	1917698	cg14393923	+
chr6	2375660	2375662	cg05612654	-
chr6	2542578	2542580	cg04358957	-
chr6	2891915	2891917	cg10863922	-
chr6	2891917	2891919	cg01345354	-
chr6	2973844	2973846	cg08306076	+
chr6	2989880	2989882	cg14555649	-
chr6	3019665	3019667	cg02368812	-
chr6	3024829	3024831	cg07377178	-
chr6	3075955	3075957	cg24886867	+
chr6	3088588	3088590	cg13420934	-
chr6	3234062	3234064	cg12647970	+
chr6	3318357	3318359	cg04450994	-
chr6	3524345	3524347	cg00702872	+
chr6	3623750	3623752	cg15240033	+
chr6	3623753	3623755	cg03718241	+
chr6	3753391	3753393	cg18815879	+
chr6	4460923	4460925	cg01128736	-
chr6	4774968	4774970	cg24816460	+
chr6	4774987	4774989	cg08249424	+
chr6	5174412	5174414	cg13962347	-
chr6	5994748	5994750	cg21770800	+
chr6	5995137	5995139	cg10134833	+
chr6	6004094	6004096	cg24720571	+
chr6	6004103	6004105	cg09555118	+
chr6	6588841	6588843	cg02212836	-
chr6	6614213	6614215	cg26166854	-
chr6	6614485	6614487	cg07970799	-
chr6	6614564	6614566	cg12030031	-
chr6	6736846	6736848	cg22684370	-
chr6	7110834	7110836	cg00421164	-
chr6	7402820	7402822	cg10471548	-
chr6	7673072	7673074	cg25370658	+
chr6	7758724	7758726	cg19798881	+
chr6	7907684	7907686	cg22986947	+
chr6	8086636	8086638	cg27597264	+
chr6	10113414	10113416	cg00364016	+
chr6	10382566	10382568	cg09602288	+
chr6	10382594	10382596	cg20168806	+
chr6	10385255	10385257	cg00110654	+
chr6	10390298	10390300	cg19125370	-
chr6	10390685	10390687	cg24452128	+
chr6	10390727	10390729	cg19607165	+
chr6	10391003	10391005	cg21995304	-
chr6	10391178	10391180	cg17754510	-
chr6	10417151	10417153	cg09774917	+
chr6	10422088	10422090	cg05224741	-
chr6	10425319	10425321	cg06014958	+
chr6	10425391	10425393	cg03074925	+
chr6	10425414	10425416	cg22367191	+
chr6	10555030	10555032	cg01485547	-
chr6	10610457	10610459	cg13609089	-
chr6	10733309	10733311	cg17383884	+
chr6	10751747	10751749	cg12859112	-
chr6	10881657	10881659	cg05452406	-
chr6	10881816	10881818	cg25861699	-
chr6	10882016	10882018	cg20229534	+
chr6	10882871	10882873	cg10074727	+
chr6	11382319	11382321	cg17207512	+
chr6	11382322	11382324	cg01456691	+
chr6	11711737	11711739	cg06193328	-
chr6	12050137	12050139	cg21041472	-
chr6	12114169	12114171	cg09698826	+
chr6	13273918	13273920	cg06879394	-
chr6	13273947	13273949	cg21538684	-
chr6	13274051	13274053	cg20827128	+
chr6	13274121	13274123	cg00460589	+
chr6	13295328	13295330	cg26514623	-
chr6	13295916	13295918	cg19937878	+
chr6	13305091	13305093	cg22192069	+
chr6	13695510	13695512	cg08622666	-
chr6	14136396	14136398	cg25025545	-
chr6	14441489	14441491	cg14024937	-
chr6	14661403	14661405	cg14239366	-
chr6	14785089	14785091	cg04573845	+
chr6	14911672	14911674	cg13746813	+
chr6	15287894	15287896	cg20487608	+
chr6	15352820	15352822	cg12039505	-
chr6	15505717	15505719	cg14058851	+
chr6	15505853	15505855	cg24408769	+
chr6	15517899	15517901	cg21719817	+
chr6	15658600	15658602	cg26878947	+
chr6	16136307	16136309	cg03717755	-
chr6	16251550	16251552	cg07006075	-
chr6	16337689	16337691	cg24831711	+
chr6	16483765	16483767	cg05968188	+
chr6	17280783	17280785	cg18691800	-
chr6	17281266	17281268	cg13868347	-
chr6	17281392	17281394	cg22874893	+
chr6	17281394	17281396	cg23984769	+
chr6	18122713	18122715	cg06570931	+
chr6	19837390	19837392	cg14271531	+
chr6	20211422	20211424	cg21119074	-
chr6	20468140	20468142	cg00380904	+
chr6	20688829	20688831	cg20488123	-
chr6	20998866	20998868	cg00682125	-
chr6	21662416	21662418	cg02147208	+
chr6	21667583	21667585	cg15140902	-
chr6	21667817	21667819	cg25302087	+
chr6	22146952	22146954	cg00895196	-
chr6	22148508	22148510	cg10558740	-
chr6	24358007	24358009	cg04515001	-
chr6	24659115	24659117	cg14628914	+
chr6	24877233	24877235	cg12213680	+
chr6	24936736	24936738	cg10699171	-
chr6	25041861	25041863	cg14083015	+
chr6	25042268	25042270	cg12883629	+
chr6	25056400	25056402	cg10968944	-
chr6	25232551	25232553	cg16415819	-
chr6	25232587	25232589	cg20875826	+
chr6	25232645	25232647	cg17868538	+
chr6	25878770	25878772	cg06671710	+
chr6	25965101	25965103	cg17313269	-
chr6	26017829	26017831	cg14703002	-
chr6	26017845	26017847	cg23829024	+
chr6	26043591	26043593	cg27635394	-
chr6	26043975	26043977	cg15387132	+
chr6	26043991	26043993	cg07701237	+
chr6	26044109	26044111	cg02221866	+
chr6	26044176	26044178	cg21250296	+
chr6	26044231	26044233	cg05646373	-
chr6	26045303	26045305	cg17432453	+
chr6	26045434	26045436	cg25438963	+
chr6	26086342	26086344	cg08179431	-
chr6	26086356	26086358	cg13015616	-
chr6	26183808	26183810	cg12392684	+
chr6	26240276	26240278	cg00436476	-
chr6	26240290	26240292	cg12260798	+
chr6	26240299	26240301	cg22723502	+
chr6	26240350	26240352	cg05159188	-
chr6	26240553	26240555	cg10723962	-
chr6	26240691	26240693	cg08260959	+
chr6	26240710	26240712	cg21425842	+
chr6	26501752	26501754	cg19729116	+
chr6	26545827	26545829	cg18835472	-
chr6	26565736	26565738	cg09976287	-
chr6	26565740	26565742	cg19573599	-
chr6	26749211	26749213	cg06783737	-
chr6	27020361	27020363	cg06781135	+
chr6	27139208	27139210	cg12349884	-
chr6	27139317	27139319	cg02599464	+
chr6	27215128	27215130	cg06374079	-
chr6	27238723	27238725	cg14983586	-
chr6	27268040	27268042	cg14334441	+
chr6	27268042	27268044	cg09513990	-
chr6	27268063	27268065	cg05422029	-
chr6	27268111	27268113	cg01518607	-
chr6	27312230	27312232	cg07085962	+
chr6	27545699	27545701	cg05310764	+
chr6	27680063	27680065	cg10903903	+
chr6	27762514	27762516	cg08798685	+
chr6	27762783	27762785	cg26587870	+
chr6	27815275	27815277	cg17736443	-
chr6	27830777	27830779	cg22955778	+
chr6	27831153	27831155	cg04944806	-
chr6	27831601	27831603	cg20633818	+
chr6	28208384	28208386	cg12172441	+
chr6	28259289	28259291	cg17384889	+
chr6	28259300	28259302	cg18694169	+
chr6	28259306	28259308	cg10253847	+
chr6	28259312	28259314	cg01031101	-
chr6	28259441	28259443	cg10055566	-
chr6	28489432	28489434	cg12831863	-
chr6	28537130	28537132	cg05828005	-
chr6	28616394	28616396	cg04645150	-
chr6	28633599	28633601	cg26865747	+
chr6	28635086	28635088	cg06759058	-
chr6	28635149	28635151	cg22007163	-
chr6	28635180	28635182	cg02340220	+
chr6	28635281	28635283	cg14103680	-
chr6	28863522	28863524	cg06608359	-
chr6	28906701	28906703	cg20544852	-
chr6	28906769	28906771	cg14268557	-
chr6	28906924	28906926	cg05314350	+
chr6	28906976	28906978	cg02639080	+
chr6	28907576	28907578	cg11389756	+
chr6	28916821	28916823	cg10718056	-
chr6	28917666	28917668	cg17344091	+
chr6	28917790	28917792	cg00259404	+
chr6	28919808	28919810	cg10401017	+
chr6	28920058	28920060	cg05216056	+
chr6	28988546	28988548	cg18803104	-
chr6	28988554	28988556	cg07124687	-
chr6	28988609	28988611	cg15822765	-
chr6	28988799	28988801	cg02766845	+
chr6	28989026	28989028	cg11702085	+
chr6	29553790	29553792	cg15490715	-
chr6	29553978	29553980	cg14278853	-
chr6	29724222	29724224	cg26751972	-
chr6	29724231	29724233	cg07016276	-
chr6	29724233	29724235	cg20927242	-
chr6	29975630	29975632	cg06710082	-
chr6	29975636	29975638	cg04623837	-
chr6	29975682	29975684	cg13115683	-
chr6	29975686	29975688	cg00530492	-
chr6	29975702	29975704	cg17639394	-
chr6	30006937	30006939	cg04566848	+
chr6	30006939	30006941	cg24725574	+
chr6	30006945	30006947	cg01814945	+
chr6	30007090	30007092	cg14781281	-
chr6	30007108	30007110	cg08325845	-
chr6	30007122	30007124	cg15726260	-
chr6	30033590	30033592	cg21893651	+
chr6	30034945	30034947	cg01044849	-
chr6	30071177	30071179	cg24330456	+
chr6	30071428	30071430	cg06249604	-
chr6	30071461	30071463	cg20119745	-
chr6	30075182	30075184	cg11562284	-
chr6	30075202	30075204	cg02552311	-
chr6	30075515	30075517	cg22105332	-
chr6	30077290	30077292	cg24276787	+
chr6	30127169	30127171	cg23375895	+
chr6	30127182	30127184	cg21376799	+
chr6	30127771	30127773	cg08548396	-
chr6	30136662	30136664	cg09196959	+
chr6	30163103	30163105	cg02772121	-
chr6	30172102	30172104	cg23623622	-
chr6	30195320	30195322	cg16102778	-
chr6	30195592	30195594	cg25367940	+
chr6	30200867	30200869	cg10009801	-
chr6	30201118	30201120	cg06400745	-
chr6	30202562	30202564	cg18200389	-
chr6	30206483	30206485	cg19365697	-
chr6	30260291	30260293	cg11456756	+
chr6	30260305	30260307	cg27011480	+
chr6	30329396	30329398	cg03094134	-
chr6	30329479	30329481	cg13079571	+
chr6	30329542	30329544	cg09020199	-
chr6	30329551	30329553	cg11327408	-
chr6	30329560	30329562	cg04425551	-
chr6	30329604	30329606	cg17080697	+
chr6	30329611	30329613	cg07905808	-
chr6	30329722	30329724	cg19047804	+
chr6	30329787	30329789	cg14066298	-
chr6	30329816	30329818	cg06230847	-
chr6	30329849	30329851	cg01383911	-
chr6	30333726	30333728	cg26229895	-
chr6	30335348	30335350	cg21426759	+
chr6	30491477	30491479	cg02188225	+
chr6	30491517	30491519	cg20652371	+
chr6	30491734	30491736	cg21366673	+
chr6	30491817	30491819	cg27486585	+
chr6	30492089	30492091	cg17615629	-
chr6	30492466	30492468	cg20105257	+
chr6	30492544	30492546	cg02678305	-
chr6	30492770	30492772	cg09569347	-
chr6	30492798	30492800	cg13036546	+
chr6	30492822	30492824	cg16535080	+
chr6	30493020	30493022	cg11019014	+
chr6	30562680	30562682	cg11460110	+
chr6	30599855	30599857	cg06986158	-
chr6	30644552	30644554	cg07333021	+
chr6	30651395	30651397	cg01152616	-
chr6	30651412	30651414	cg13584784	+
chr6	30651431	30651433	cg05143092	-
chr6	30651443	30651445	cg22752886	-
chr6	30651454	30651456	cg06996599	-
chr6	30651464	30651466	cg19849557	+
chr6	30656689	30656691	cg09379497	-
chr6	30656700	30656702	cg01211396	-
chr6	30676915	30676917	cg03353699	+
chr6	30677020	30677022	cg16161418	-
chr6	30679761	30679763	cg07076751	-
chr6	30683066	30683068	cg07474957	+
chr6	30685389	30685391	cg00010853	-
chr6	30685881	30685883	cg18335326	-
chr6	30685954	30685956	cg10098021	-
chr6	30687942	30687944	cg13357602	+
chr6	30688721	30688723	cg03922146	+
chr6	30688730	30688732	cg13423389	-
chr6	30688752	30688754	cg24710951	+
chr6	30688804	30688806	cg26004235	-
chr6	30688889	30688891	cg14646977	-
chr6	30688914	30688916	cg05978527	-
chr6	30745141	30745143	cg12023692	+
chr6	30752425	30752427	cg24859433	+
chr6	30752485	30752487	cg03720100	+
chr6	30752706	30752708	cg06422467	-
chr6	30752713	30752715	cg16137928	-
chr6	30769677	30769679	cg03813377	+
chr6	30883199	30883201	cg02696067	+
chr6	30885830	30885832	cg11975790	+
chr6	30886170	30886172	cg16215084	+
chr6	30887951	30887953	cg09822812	+
chr6	30913886	30913888	cg05103231	+
chr6	30913962	30913964	cg24517380	+
chr6	30913986	30913988	cg16914989	+
chr6	30913988	30913990	cg09723781	+
chr6	30914008	30914010	cg27550606	+
chr6	30914011	30914013	cg18411800	+
chr6	31143310	31143312	cg03130962	+
chr6	31198724	31198726	cg03081173	-
chr6	31354520	31354522	cg15340334	+
chr6	31354988	31354990	cg06422189	-
chr6	31355148	31355150	cg27529346	-
